,country,variety,points
77431,Italy,Red Blend,86
77432,Greece,White Blend,86
77433,Italy,Nebbiolo,86
77434,Italy,Barbera,86
77435,France,Pinot Noir,86
77436,Chile,Cabernet Sauvignon,86
77437,Chile,Sauvignon Blanc,86
77438,Italy,Red Blend,86
77439,US,Cabernet Sauvignon,86
77440,Italy,Nebbiolo,86
77441,Chile,White Blend,86
77442,Italy,Nebbiolo,86
77443,US,Pinot Noir,86
77444,Italy,Barbera,86
77445,US,Zinfandel,86
77446,US,Merlot,86
77447,Slovenia,Sauvignon,86
77448,US,Cabernet Sauvignon,86
77449,Chile,Sauvignon Blanc,86
77450,Chile,Chardonnay,86
77451,Italy,Nebbiolo,86
77452,Italy,Nebbiolo,86
77453,Greece,Red Blend,86
77454,Lebanon,White Blend,86
77455,US,Merlot,86
77456,New Zealand,Sauvignon Blanc,86
77457,Italy,Red Blend,86
77458,US,Sauvignon Blanc,86
77459,US,Sauvignon Blanc,86
77460,Greece,Chardonnay,87
77461,US,Roussanne-Viognier,87
77462,South Africa,Cabernet Sauvignon-Merlot,87
77463,Germany,Riesling,87
77464,US,Cabernet Sauvignon,87
77465,US,Pinot Noir,87
77466,Italy,Pallagrello,87
77467,Italy,Pallagrello,87
77468,Italy,Rosé,87
77469,US,Rhône-style Red Blend,87
77470,South Africa,Pinotage,87
77471,France,Bordeaux-style Red Blend,87
77472,US,Chardonnay,87
77473,Germany,Pinot Noir,87
77474,US,Sauvignon Blanc,87
77475,US,Chardonnay,87
77476,Chile,Chardonnay,87
77477,Italy,Fiano,87
77478,Germany,Riesling,87
77479,US,Chardonnay,87
77480,Greece,Red Blend,87
77481,US,Cabernet Sauvignon,87
77482,US,Cabernet Sauvignon,87
77483,Greece,Red Blend,87
77484,Chile,Syrah,87
77485,South Africa,Red Blend,87
77486,US,Chardonnay,87
77487,US,Syrah,87
77488,US,Pinot Grigio,87
77489,South Africa,Cabernet Sauvignon,87
77490,Argentina,Chardonnay,87
77491,US,Sauvignon Blanc,87
77492,Italy,Garganega,87
77493,Italy,Garganega,87
77494,Argentina,Malbec,87
77495,Italy,Trebbiano di Lugana,87
77496,France,Merlot-Cabernet Sauvignon,87
77497,South Africa,Sauvignon Blanc,87
77498,US,Chardonnay,87
77499,US,Zinfandel,87
77500,Argentina,Malbec,87
77501,France,Rhône-style Red Blend,87
77502,US,Pinot Noir,87
77503,US,Chardonnay,87
77504,Italy,Cabernet Sauvignon,87
77505,US,Pinot Noir,87
77506,Germany,White Blend,87
77507,Italy,Red Blend,87
77508,Italy,Insolia,87
77509,Italy,Garganega,87
77510,Italy,Garganega,87
77511,Italy,Pecorino,87
77512,US,Pinot Noir,87
77513,Italy,Cabernet Sauvignon,87
77514,Italy,Merlot,87
77515,South Africa,Chardonnay,87
77516,Greece,Sauvignon Blanc,87
77517,Italy,Garganega,87
77518,France,Malbec,87
77519,Italy,Chardonnay,87
77520,Spain,Tinta de Toro,89
77521,Portugal,Portuguese White,89
77522,Italy,Red Blend,89
77523,France,Bordeaux-style Red Blend,88
77524,Spain,Garnacha-Syrah,88
77525,Italy,Red Blend,88
77526,US,Merlot,88
77527,Italy,Sangiovese,88
77528,Italy,Red Blend,88
77529,France,Malbec,88
77530,US,Pinot Noir,88
77531,US,Syrah,88
77532,US,Syrah,88
77533,US,Pinot Gris,88
77534,Spain,Garnacha,88
77535,US,Pinot Noir,88
77536,US,Pinot Noir,88
77537,Portugal,Portuguese Red,88
77538,Italy,Red Blend,88
77539,France,Rhône-style Red Blend,88
77540,US,Sauvignon Blanc,88
77541,Italy,Merlot,88
77542,US,Chardonnay,88
77543,Italy,Red Blend,88
77544,US,Pinot Noir,88
77545,Italy,Red Blend,88
77546,Portugal,Portuguese White,88
77547,Portugal,Portuguese Red,88
77548,Spain,Chardonnay,88
77549,Italy,Red Blend,88
77550,US,Sauvignon Blanc,88
77551,US,Grenache,88
77552,France,Rhône-style Red Blend,88
77553,Portugal,Port,88
77554,Germany,Riesling,88
77555,US,Petite Sirah,88
77556,France,Bordeaux-style White Blend,88
77557,France,Bordeaux-style Red Blend,88
77558,France,Bordeaux-style White Blend,88
77559,France,Bordeaux-style White Blend,88
77560,France,Bordeaux-style Red Blend,88
77561,France,Bordeaux-style Red Blend,88
77562,France,Bordeaux-style Red Blend,88
77563,France,Bordeaux-style White Blend,88
77564,Spain,Tempranillo-Cabernet Sauvignon,88
77565,Italy,Red Blend,88
77566,Italy,Red Blend,88
77567,Spain,Sparkling Blend,88
77568,France,Bordeaux-style Red Blend,88
77569,France,Bordeaux-style Red Blend,88
77570,France,Bordeaux-style Red Blend,88
77571,Argentina,Red Blend,88
77572,US,Rhône-style White Blend,88
77573,Italy,Aglianico,88
77574,Italy,Primitivo,88
77575,France,Rosé,88
77576,Italy,Piedirosso,88
77577,Italy,Aglianico,88
77578,Italy,Primitivo,88
77579,Germany,Spätburgunder,88
77580,Spain,Red Blend,91
77581,US,Syrah,91
77582,Portugal,Portuguese White,91
77583,US,Sauvignon Blanc,91
77584,South Africa,Cabernet Sauvignon,91
77585,Australia,Shiraz,91
77586,Argentina,Red Blend,91
77587,Portugal,Portuguese Red,91
77588,Australia,Shiraz,91
77589,US,Sauvignon Blanc,91
77590,Australia,Cabernet Sauvignon-Shiraz,91
77591,Argentina,Malbec,91
77592,US,Pinot Noir,90
77593,France,Bordeaux-style Red Blend,90
77594,Portugal,Portuguese Red,90
77595,US,Red Blend,90
77596,Portugal,Touriga Nacional,90
77597,US,Cabernet Sauvignon,90
77598,US,Malbec,90
77599,Portugal,Chardonnay,90
77600,Portugal,Portuguese Red,90
77601,US,Red Blend,90
77602,Portugal,Portuguese Red,90
77603,US,Pinot Noir,90
77604,US,Zinfandel,90
77605,Spain,Red Blend,90
77606,Australia,Sauvignon Blanc-Semillon,90
77607,Italy,Friulano,90
77608,US,Red Blend,90
77609,Portugal,Portuguese Red,90
77610,US,Riesling,90
77611,US,Cabernet Sauvignon,90
77612,US,Pinot Noir,90
77613,Italy,Montepulciano,90
77614,US,Chardonnay,90
77615,US,Pinot Noir,90
77616,Italy,Red Blend,90
77617,US,Chardonnay,90
77618,Italy,Montepulciano,90
77619,US,Chardonnay,90
77620,Italy,Aglianico,90
77621,US,Pinot Noir,90
77622,Portugal,Port,90
77623,France,Red Blend,90
77624,Portugal,Portuguese Red,90
77625,US,Zinfandel,90
77626,US,Zinfandel,90
77627,US,Cabernet Sauvignon,89
77628,US,Pinot Noir,89
77629,France,Bordeaux-style White Blend,89
77630,Germany,Riesling,89
77631,US,Chardonnay,89
77632,Chile,Syrah,89
77633,US,Pinot Noir,89
77634,US,Cabernet Franc,89
77635,US,Pinot Noir,89
77636,Italy,Montepulciano,89
77637,Portugal,Portuguese White,89
77638,Italy,Montepulciano,89
77639,US,Syrah,89
77640,Italy,Nebbiolo,87
77641,Italy,Nebbiolo,87
77642,Italy,Nebbiolo,87
77643,US,Pinot Grigio,87
77644,Chile,Cabernet Sauvignon,87
77645,Chile,Chardonnay,87
77646,Greece,Red Blend,87
77647,US,Sparkling Blend,87
77648,US,Merlot,87
77649,Chile,Cabernet Sauvignon-Carmenère,87
77650,Chile,Carmenère,87
77651,France,Sauvignon Blanc,87
77652,Israel,Cabernet Sauvignon,87
77653,Italy,Ruché,87
77654,US,Tempranillo,87
77655,US,Merlot,87
77656,US,Syrah,87
77657,US,Pinot Noir,87
77658,US,Bordeaux-style Red Blend,87
77659,US,Cabernet Sauvignon-Syrah,87
77660,Italy,Nebbiolo,87
77661,Italy,Nebbiolo,87
77662,Italy,Nebbiolo,87
77663,France,Pinot Noir,87
77664,France,Bordeaux-style Red Blend,87
77665,France,Bordeaux-style Red Blend,87
77666,France,Bordeaux-style Red Blend,87
77667,US,Gewürztraminer,87
77668,US,Sauvignon Blanc,87
77669,France,Bordeaux-style Red Blend,87
77670,France,Pinot Noir,92
77671,France,Pinot Noir,92
77672,US,Syrah,92
77673,France,Chardonnay,92
77674,Italy,"Corvina, Rondinella, Molinara",92
77675,Italy,"Corvina, Rondinella, Molinara",92
77676,US,Petite Sirah,92
77677,Italy,"Corvina, Rondinella, Molinara",92
77678,US,Bordeaux-style Red Blend,92
77679,US,Cabernet Sauvignon,92
77680,France,Pinot Noir,92
77681,France,Chardonnay,92
77682,France,Chardonnay,92
77683,US,Bordeaux-style Red Blend,92
77684,US,Riesling,92
77685,France,Chardonnay,92
77686,US,Chardonnay,92
77687,Italy,"Corvina, Rondinella, Molinara",92
77688,France,Chardonnay,92
77689,France,Pinot Noir,92
77690,US,Syrah,92
77691,US,Roussanne,92
77692,France,Pinot Noir,92
77693,Italy,"Corvina, Rondinella, Molinara",92
77694,France,Chardonnay,92
77695,France,Chardonnay,92
77696,US,Cabernet Sauvignon,92
77697,US,Viognier,92
77698,US,Cabernet Sauvignon,92
77699,US,Port,92
77700,France,Bordeaux-style Red Blend,89
77701,France,Bordeaux-style Red Blend,89
77702,France,Bordeaux-style Red Blend,89
77703,France,Bordeaux-style Red Blend,89
77704,France,Bordeaux-style Red Blend,89
77705,France,Bordeaux-style Red Blend,88
77706,France,Bordeaux-style Red Blend,88
77707,France,Bordeaux-style Red Blend,88
77708,France,Bordeaux-style Red Blend,88
77709,France,Bordeaux-style Red Blend,88
77710,France,Bordeaux-style Red Blend,88
77711,France,Bordeaux-style Red Blend,87
77712,France,Bordeaux-style Red Blend,87
77713,France,Bordeaux-style Red Blend,87
77714,France,Bordeaux-style Red Blend,87
77715,France,Bordeaux-style Red Blend,87
77716,France,Bordeaux-style White Blend,94
77717,France,Bordeaux-style White Blend,93
77718,France,Bordeaux-style White Blend,93
77719,France,Bordeaux-style White Blend,93
77720,France,Bordeaux-style White Blend,92
77721,France,Bordeaux-style White Blend,92
77722,France,Bordeaux-style White Blend,92
77723,France,Bordeaux-style White Blend,91
77724,France,Bordeaux-style White Blend,91
77725,France,Bordeaux-style White Blend,91
77726,France,Bordeaux-style White Blend,91
77727,France,Bordeaux-style White Blend,90
77728,France,Bordeaux-style White Blend,90
77729,France,Bordeaux-style White Blend,89
77730,Italy,White Blend,87
77731,US,Pinot Noir,87
77732,US,Syrah,87
77733,France,Malbec,87
77734,South Africa,Cabernet Sauvignon,87
77735,Italy,Garganega,87
77736,Italy,Red Blend,87
77737,Italy,Grillo,87
77738,Italy,Shiraz,87
77739,Germany,Riesling,87
77740,US,Gewürztraminer,87
77741,US,Pinot Noir,87
77742,Greece,Roditis,87
77743,US,Chardonnay,87
77744,Germany,Riesling,87
77745,Italy,Falanghina,87
77746,US,Bordeaux-style Red Blend,87
77747,Argentina,Torrontés,87
77748,Italy,Trebbiano di Lugana,87
77749,Italy,Red Blend,87
77750,Italy,Red Blend,87
77751,Argentina,Malbec,87
77752,Argentina,Malbec,87
77753,Argentina,Red Blend,87
77754,Italy,Syrah,87
77755,Germany,Riesling,87
77756,Italy,White Blend,87
77757,US,Pinot Noir,87
77758,US,Syrah,87
77759,Italy,Garganega,87
77760,France,Chardonnay,86
77761,US,Cabernet Sauvignon,86
77762,US,Viognier,86
77763,US,Chardonnay,86
77764,US,Cabernet Sauvignon,86
77765,Greece,Roditis,86
77766,New Zealand,Sauvignon Blanc,86
77767,Italy,Barbera,86
77768,US,Sauvignon Blanc,86
77769,US,Riesling,86
77770,US,Chardonnay,86
77771,US,Rosé,86
77772,US,Bordeaux-style Red Blend,86
77773,Lebanon,Rosé,86
77774,US,Syrah,86
77775,US,Malbec,86
77776,US,Pinot Gris,86
77777,Chile,Pinot Noir,86
77778,US,Syrah,86
77779,France,Chardonnay,86
77780,US,Chardonnay,86
77781,US,Merlot,86
77782,Chile,Chardonnay,86
77783,France,Pinot Noir,86
77784,Greece,Roditis,86
77785,Italy,Red Blend,86
77786,Croatia,Plavac Mali,86
77787,France,Pinot Noir,86
77788,Greece,Merlot,86
77789,Greece,Chardonnay,86
77790,US,Pinot Noir,87
77791,Chile,Chardonnay,87
77792,Italy,Falanghina,87
77793,US,Riesling,87
77794,South Africa,Sauvignon Blanc,87
77795,US,Petite Syrah,87
77796,France,Bordeaux-style White Blend,87
77797,US,Chardonnay,87
77798,US,Pinot Gris,87
77799,France,Cabernet Franc,87
77800,Italy,Red Blend,87
77801,US,Cabernet Sauvignon,87
77802,Chile,Sauvignon Blanc,87
77803,Italy,Friulano,87
77804,US,Merlot,87
77805,Italy,Aglianico,87
77806,Italy,Fiano,87
77807,Italy,Greco,87
77808,US,Meritage,87
77809,South Africa,Viognier-Grenache Blanc,87
77810,New Zealand,Sauvignon Blanc,87
77811,US,Chardonnay,87
77812,US,Zinfandel,87
77813,France,Rosé,86
77814,Italy,Aglianico,86
77815,Germany,Riesling,86
77816,Greece,Red Blend,86
77817,France,Chardonnay,86
77818,US,Cabernet Sauvignon,86
77819,France,Bordeaux-style Red Blend,86
77820,Spain,Tempranillo,88
77821,Argentina,Malbec,88
77822,US,Zinfandel,88
77823,Italy,Aglianico,88
77824,Spain,Albariño,88
77825,US,Rhône-style White Blend,88
77826,Germany,Riesling,88
77827,France,Merlot-Cabernet,88
77828,US,Chardonnay,88
77829,US,Riesling,88
77830,Italy,Red Blend,88
77831,France,Bordeaux-style Red Blend,88
77832,Italy,Primitivo,88
77833,Italy,Aglianico,88
77834,US,Chardonnay,88
77835,Italy,Red Blend,88
77836,Australia,Shiraz,88
77837,US,Cabernet Sauvignon,88
77838,France,Bordeaux-style Red Blend,88
77839,France,Sauvignon Blanc,88
77840,France,Bordeaux-style Red Blend,88
77841,France,Bordeaux-style Red Blend,88
77842,France,Bordeaux-style Red Blend,88
77843,France,Bordeaux-style White Blend,88
77844,France,Merlot,88
77845,France,Bordeaux-style Red Blend,88
77846,France,Rosé,88
77847,France,Bordeaux-style Red Blend,88
77848,Italy,Aglianico,88
77849,France,Rhône-style White Blend,88
77850,US,Pinot Noir,88
77851,New Zealand,Sauvignon Blanc,88
77852,Portugal,Portuguese Red,88
77853,Portugal,Portuguese Red,88
77854,France,Bordeaux-style Red Blend,88
77855,Australia,Shiraz,88
77856,Italy,Red Blend,88
77857,France,Nielluciu,88
77858,US,Pinot Noir,88
77859,Portugal,Touriga Nacional Blend,88
77860,France,Gros Manseng,88
77861,Spain,Godello,88
77862,US,Red Blend,88
77863,Italy,Red Blend,88
77864,US,White Blend,88
77865,US,Riesling,88
77866,Spain,Albariño,88
77867,US,Sauvignon Blanc,88
77868,US,Rosé,88
77869,France,Tannat,88
77870,US,Syrah,88
77871,US,Pinot Noir,88
77872,Italy,Red Blend,88
77873,US,Charbono,88
77874,Portugal,Portuguese Red,88
77875,New Zealand,Pinot Noir,88
77876,Italy,Red Blend,88
77877,Portugal,Castelão,88
77878,US,Fumé Blanc,88
77879,Spain,Tempranillo,88
77880,US,Viognier,90
77881,US,Cabernet Sauvignon,90
77882,US,Red Blend,90
77883,US,Malbec,90
77884,South Africa,Pinotage,90
77885,Australia,Riesling,90
77886,Spain,Albariño,90
77887,US,Syrah,90
77888,Portugal,Portuguese White,90
77889,US,Bordeaux-style Red Blend,90
77890,US,Rhône-style Red Blend,90
77891,Argentina,Malbec,90
77892,Australia,Sémillon,90
77893,South Africa,Red Blend,90
77894,Portugal,Portuguese Red,90
77895,US,Meritage,90
77896,Portugal,Portuguese White,90
77897,US,Cabernet Franc,90
77898,France,Bordeaux-style Red Blend,90
77899,Portugal,Portuguese White,90
77900,US,Merlot,90
77901,US,Cabernet Sauvignon,90
77902,Australia,Shiraz,90
77903,US,Sauvignon Blanc,90
77904,US,Syrah,90
77905,Argentina,Red Blend,90
77906,Spain,Tempranillo Blend,90
77907,Spain,Garnacha,90
77908,Portugal,Portuguese White,90
77909,Australia,Shiraz-Grenache,90
77910,US,Merlot,87
77911,US,Pinot Noir,87
77912,US,Pinotage,87
77913,France,Malbec,87
77914,France,Sauvignon Blanc,87
77915,Greece,Moschofilero,87
77916,Chile,Cabernet Sauvignon,87
77917,France,Pinot Noir,87
77918,US,Chardonnay,87
77919,US,Roussanne,87
77920,US,Pinot Noir,87
77921,Chile,Red Blend,87
77922,Greece,Chardonnay,87
77923,US,Chardonnay,87
77924,US,Petite Sirah,87
77925,Italy,Nebbiolo,87
77926,Italy,Ruché,87
77927,US,Chardonnay,87
77928,France,Bordeaux-style Red Blend,87
77929,France,Bordeaux-style Red Blend,87
77930,France,Bordeaux-style Red Blend,87
77931,France,Bordeaux-style Red Blend,87
77932,France,Bordeaux-style Red Blend,87
77933,Italy,Nebbiolo,87
77934,US,Cabernet Sauvignon,87
77935,Greece,Chardonnay,87
77936,France,Sauvignon Blanc,87
77937,US,Syrah,87
77938,Greece,Red Blend,87
77939,US,Petite Sirah,87
77940,Chile,Sauvignon Blanc,89
77941,US,Cabernet Sauvignon,89
77942,Germany,Riesling,89
77943,Portugal,White Blend,89
77944,US,Chardonnay,89
77945,Portugal,Port,89
77946,Chile,Malbec,89
77947,US,Pinot Noir,89
77948,Chile,Cabernet Sauvignon,89
77949,US,Riesling,89
77950,US,Rhône-style White Blend,89
77951,US,Syrah,89
77952,US,Pinot Noir,89
77953,Italy,Red Blend,89
77954,Italy,Aglianico,89
77955,Chile,Cabernet Sauvignon,89
77956,Italy,Red Blend,89
77957,France,Malbec,89
77958,France,Tannat-Cabernet,89
77959,Italy,Montepulciano,89
77960,France,Bordeaux-style Red Blend,89
77961,France,Malbec,89
77962,Chile,Pinot Noir,89
77963,US,Chardonnay,89
77964,Chile,Cabernet Sauvignon,89
77965,US,Pinot Noir,89
77966,Portugal,Alfrocheiro,89
77967,Portugal,Portuguese White,89
77968,Portugal,Cabernet Sauvignon,89
77969,Chile,Carmenère,89
77970,Italy,"Corvina, Rondinella, Molinara",92
77971,Italy,"Corvina, Rondinella, Molinara",92
77972,Italy,"Corvina, Rondinella, Molinara",92
77973,US,Sauvignon Blanc-Semillon,92
77974,US,Cabernet Sauvignon,92
77975,Italy,"Corvina, Rondinella, Molinara",92
77976,US,Cabernet Sauvignon,92
77977,France,Chardonnay,92
77978,US,Syrah,92
77979,US,Chardonnay,92
77980,Italy,"Corvina, Rondinella, Molinara",92
77981,France,Chardonnay,92
77982,US,Cabernet Sauvignon,92
77983,France,Pinot Noir,92
77984,France,Chardonnay,92
77985,Italy,"Corvina, Rondinella, Molinara",92
77986,US,Sauvignon Blanc,92
77987,France,Pinot Noir,92
77988,Italy,"Corvina, Rondinella, Molinara",92
77989,US,Sauvignon Blanc,92
77990,France,Chardonnay,92
77991,US,Sangiovese,92
77992,US,Chardonnay,92
77993,France,Pinot Noir,92
77994,US,Pinot Noir,92
77995,Spain,Palomino,92
77996,Spain,Palomino,92
77997,US,Merlot-Cabernet,92
77998,US,Rosé,92
77999,France,Pinot Noir,92
78000,France,Bordeaux-style White Blend,89
78001,France,Bordeaux-style White Blend,89
78002,France,Bordeaux-style White Blend,89
78003,France,Bordeaux-style White Blend,87
78004,Italy,Red Blend,100
78005,Italy,Red Blend,98
78006,Italy,Cabernet Franc,98
78007,France,Pinot Noir,97
78008,US,Cabernet Sauvignon,97
78009,Italy,Merlot,97
78010,Italy,Red Blend,97
78011,Italy,Merlot,97
78012,France,Chardonnay,97
78013,Italy,Merlot,97
78014,Italy,Syrah,97
78015,France,Pinot Noir,97
78016,France,Pinot Noir,97
78017,Italy,Merlot,97
78018,US,Bordeaux-style Red Blend,96
78019,Italy,Red Blend,96
78020,US,Cabernet Sauvignon,96
78021,US,Bordeaux-style Red Blend,96
78022,France,Pinot Noir,96
78023,France,Chardonnay,96
78024,France,Pinot Noir,96
78025,France,Pinot Noir,96
78026,US,Cabernet Sauvignon,95
78027,Italy,Syrah,95
78028,France,Pinot Noir,95
78029,Italy,Merlot,95
78030,France,Melon,86
78031,US,Chardonnay,86
78032,France,Gamay,86
78033,France,Chardonnay,86
78034,Greece,Xinomavro,86
78035,France,Melon,86
78036,South Africa,Sauvignon Blanc,86
78037,Italy,Aglianico,86
78038,South Africa,Pinotage,86
78039,US,Syrah,86
78040,Chile,Syrah,86
78041,Italy,Sparkling Blend,86
78042,Italy,White Blend,86
78043,Chile,Syrah,86
78044,South Africa,Shiraz,86
78045,South Africa,Red Blend,86
78046,US,Bordeaux-style Red Blend,86
78047,US,Pinot Noir,86
78048,US,Petite Sirah,86
78049,Greece,White Blend,86
78050,France,Pinot Noir,86
78051,US,Cabernet Sauvignon,86
78052,Italy,White Blend,86
78053,Germany,Spätburgunder,86
78054,South Africa,Merlot-Shiraz,86
78055,France,Sauvignon Blanc,86
78056,France,Bordeaux-style Red Blend,86
78057,France,Bordeaux-style Red Blend,86
78058,France,Bordeaux-style Red Blend,86
78059,US,Cabernet Sauvignon,86
78060,US,Sauvignon Blanc,87
78061,Italy,Barbera,87
78062,US,Merlot,87
78063,Italy,Garganega,87
78064,US,Cabernet Sauvignon,87
78065,US,Red Blend,87
78066,US,Pinot Noir,87
78067,US,Cabernet Sauvignon,87
78068,France,Bordeaux-style White Blend,87
78069,Germany,Pinot Noir,87
78070,Italy,Garganega,87
78071,Italy,"Corvina, Rondinella, Molinara",87
78072,Italy,Perricone,87
78073,Italy,Red Blend,87
78074,US,Cabernet Sauvignon,87
78075,Greece,Bordeaux-style Red Blend,87
78076,Italy,Passerina,87
78077,US,Sparkling Blend,87
78078,Italy,White Blend,87
78079,South Africa,Cabernet Sauvignon,87
78080,Italy,White Blend,87
78081,US,Chardonnay,87
78082,Italy,Pecorino,87
78083,US,Pinot Noir,87
78084,South Africa,Red Blend,87
78085,Italy,Vermentino,87
78086,US,Pinot Noir,87
78087,France,Malbec,87
78088,US,Pinot Noir,87
78089,US,Zinfandel,87
78090,Slovenia,Welschriesling,86
78091,Italy,Nebbiolo,86
78092,Italy,Red Blend,86
78093,US,Sauvignon Blanc,86
78094,Greece,Agiorgitiko,86
78095,US,Syrah,86
78096,US,Chardonnay,86
78097,US,Merlot,86
78098,New Zealand,Pinot Noir,86
78099,Italy,Dolcetto,86
78100,Romania,Pinot Noir,86
78101,US,Cabernet Sauvignon,86
78102,US,Chardonnay,86
78103,Chile,Carmenère,86
78104,Italy,Dolcetto,86
78105,US,Moscato,86
78106,Lebanon,White Blend,86
78107,Italy,Nebbiolo,86
78108,Italy,Barbera,86
78109,US,Red Blend,86
78110,France,Pinot Noir,86
78111,US,Sauvignon Blanc,86
78112,US,Red Blend,86
78113,Chile,Sauvignon Blanc,86
78114,US,Chardonnay,86
78115,Italy,Favorita,86
78116,Italy,Nebbiolo,86
78117,US,Chardonnay,86
78118,Chile,Chardonnay,86
78119,US,Merlot,86
78120,Portugal,Portuguese White,88
78121,New Zealand,Pinot Noir,88
78122,Italy,Red Blend,88
78123,France,Bordeaux-style Red Blend,88
78124,Italy,Red Blend,88
78125,Spain,Tempranillo,88
78126,US,Chardonnay,88
78127,US,Viognier,88
78128,US,Zinfandel,88
78129,Italy,Red Blend,88
78130,US,Cabernet Sauvignon,88
78131,Spain,Sparkling Blend,88
78132,Italy,Red Blend,88
78133,Portugal,Portuguese Red,88
78134,US,Pinot Noir,88
78135,Spain,Tempranillo,88
78136,Australia,Sparkling Blend,88
78137,Spain,Sparkling Blend,88
78138,US,Sauvignon Blanc,88
78139,US,Cabernet Franc,88
78140,Italy,Red Blend,88
78141,Italy,Merlot,88
